artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,lyrics,genius_id,annotation
AFI,Kill Caustic,0.556,0.945,5,-3.535,0,0.0878,0.000723,0.0,0.281,0.512,101.92,159613,4,"Kill Caustic Lyrics[Verse 1]
So, I'm feeling much worse now
You're better, you're better
Your designer drug
Won't work, won't work for me
Connect to a three volt
I hope your battery dies
How could you run
On such, on such voltage?

[Pre-Chorus]
All the same, I remain
The one to blame
And I'm demonized, purified
Justified, as you let yourself show
[Chorus]
So now, you'll love these screams, what's left of me
(Don't speak)
Love these screams, like I do
(My name)

[Verse 2]
As the infinite stops cold
Just nine and the six are gone
Guess I was the one to
Ride that, ride that dirty ride
That is turning too fast now
I c-c-cannot, cannot hold on
But at this pace
Who would, who would want to?

[Pre-Chorus]
All the same, I remain
The one to blame
And I'm demonized, purified
Justified, as you let yourself show

[Chorus]
So now, you'll love these screams, what's left of me
(Don't speak)
Love these screams, like I do
(My name)
Don't ever speak my name
You might also like[Bridge]
Don't ever speak my name again, don't ever speak it
Don't ever speak my name again, don't speak, don't speak
Don't speak my...
Don't speak my name

[Chorus]
So now, you'll love these screams, what's left of me
(Don't speak)
Love these screams, like I do
(My name)1Embed",775236.0,"[('So now, you’ll love these screams, what’s left of me', [['The person is mesmerized by the narrator’s pain and sorrow.']]), ('And I’m demonized, purified\n Justified, as you let yourself show', [['The narrator has been brainwashed many times and is used to it, just to make the person accept the narrator.']]), ('All the same, I remain\n The one to blame', [['The narrator is blamed for all the pain they’ve received, because the person is trying to prove that the narrator’s weak.']]), ('Don’t ever speak my name again, don’t ever speak it\n Don’t ever speak my name again, don’t speak, don’t speak\n Don’t speak my...\n Don’t speak my name', [['The narrator does not ever want to speak with the person again, after all the pain they’ve been through.']]), ('Connect to a three volt\n I hope your battery dies', [['This shows that even though the narrator might give the person another chance, the narrator hopes that the person hurts the narrator again, so they could prove that the person is actually more evil and insincere than they seem.']]), ('Your designer drug\n Won’t work, won’t work for me', [['The narrator shows that they won’t fall for the things that the person is trying to do to hurt the narrator, because the narrator is already used to the pain they’ve been given.']]), ('So, I’m feeling much worse now\n You’re better, you’re better', [['The narrator has been emotionally hurt by someone  and the person that hurt the narrator feels worthy because of the pain they’ve caused the narrator.']]), ('How could you run\n On such, on such voltage?', [['The person is asking how could this person live doing such terrible things or gain their hapinnes from the pain of others.']])]"
AFI,Miss Murder,0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.686,143.519,206587,4,"Miss Murder Lyrics[Chorus]
Hey (Hey!) Miss Murder, can I, hey (Hey!) Miss Murder, can I
Make (Hey!) beauty stay if I take my life? Ho-oh-oh

[Verse 1]
With just a look, they shook, and heavens bowed before him
Simply a look can break your heart
The stars that pierce the sky, he left them all behind
We’re left to wonder why he left us all behind

[Chorus]
Hey (Hey!) Miss Murder, can I, hey (Hey!) Miss Murder, can I
Make (Hey!) beauty stay if I take my life? Ho-oh-oh
[Verse 2]
Dreams of his crash won’t pass, oh, how they all adored him
Beauty will last when spiraled down
The stars that mystify, he left them all behind
And how his children cried, ""He left us all behind!""

[Chorus]
Hey (Hey!) Miss Murder, can I, hey (Hey!) Miss Murder, can I
Make (Hey!) beauty stay if I take my life? Ho-oh-oh...

[Bridge]
What's the hook, the twist within this verbose mystery?
I would gladly bet my life upon it
That the ghost you love, your ray of light will fizzle out
Without hope
We're the empty set just floating through empty skin
Ever searching for what we were promised
Reaching for that golden ring, we'd never let go
But who would ever let us put our filthy hands upon it?

[Chorus]
Hey (Hey!) Miss Murder, can I, hey (Hey!) Miss Murder, can I
Make (Hey!) beauty stay if I take my life? Ho-oh-oh
Hey (Hey!) Miss Murder, can I, hey (Hey!) Miss Murder, can I
Make (Hey!) beauty stay if I take my life? Oh-oh!You might also like25Embed",221444.0,"[('[Bridge]', [['Davey Havok chips in on the vanities  of fame and the chase for “immortality.”\n\n\n\nTrivia: Davey has condemned the vanities of fame before:\n\nAs waves of plastic fame go out of fashion\nYou’re going out, going out forever unknown']]), ('What’s the hook, the twist within this verbose mystery?\n I would gladly bet my life upon it\n That the ghost you love, your ray of light will fizzle out\n Without hope', [['Despite his hopes and vanities, Davey knows that The Celebrity’s “beauty” won’t last. The “immortality” he attained in suicide will eventually fade.\n\nHe addresses his legions of fans and tells them that the “ghost” they love will “fizzle out”; The Celebrity will eventually pass out of public memory.\n\nMy name is Ozymandias, King of Kings;\nLook on my works, ye mighty, and despair!\nNothing beside remains. Round the decay\nOf that colossal wreck, boundless and bare,\nThe lone and level sands stretch far away.']]), ('We’re the empty set just floating through empty skin\n Ever searching for what we were promised', [['In mathematics, an “empty set” refers to a set that contains no elements at all. (0, 0).\n\nIn this song, “we” refers to everyone: lost souls trapped in human bodies (“wrapped in skin”), trying to make sense of our place here;  including our celebrities.\n\nIt conveys a sense of nihilism: life is meaningless and humanity isn’t special in the universe. We’re the “empty set.” We contain nothing of value or significance. All of our efforts in chasing beauty, fame, and immortality are vain.\n\nEven The Celebrity’s search for these things is meaningless.\n\nLife’s but a walking shadow, a poor player\nThat struts and frets his hour upon the stage\nAnd then is heard no more: it is a tale\nTold by an idiot, full of sound and fury,\nSignifying nothing.\n-Shakespeare']]), ('Dreams of his crash won’t pass, oh, how they all adored him\n Beauty will last when spiraled down', [['The Celebrity’s suicide won’t be forgotten; dreams of his “crash” won’t pass from public memory.\n\nHis “beauty” will last because he killed himself. It spirals down because people looked up to him.\n\nAlternately, it spirals down from heaven, or the “afterlife.”\n\n\n\nThese are just a few fallen idols who became legends after their death.']]), ('With just a look, they shook, and heavens bowed before him\n Simply a look can break your heart\n The stars that pierce the sky, he left them all behind\n We’re left to wonder why he left us all behind', [['The Celebrity is described in god-like terms. Even the heavens bowed before him. This is a sly comment on the nature of celebrity worship. We have a tendency to make our celebrities and rock icons deities; they take on myth-like proportions.\n\nOur Celebrity left the world (“the stars”) and the adoring public (“his children”) behind when he killed himself.']]), ('Reaching for that golden ring, we’d never let go\n But who would ever let us put our filthy hands upon it?', [['The golden symbolizes beauty, fame, and the Eternal. As creatures bound by time, we’re unworthy of anything lasting or ‘permanent’.']]), ('Hey (Hey!) Miss Murder, can I, hey (Hey!) Miss Murder, can I\n Make (Hey!) beauty stay if I take my life?', [['The Celebrity is haunted by the impermanence of beauty – possibly his fame, his youth, and/or his art.\n\nHe appeals to Miss Murder, a personification of death, because he believes killing himself must be the only way to make these things “stay.”\n\n\n\n\n\nThese are just a few fallen idols who became legends after their death.']])]"
AFI,Summer Shudder,0.467,0.935,10,-4.125,0,0.107,0.000578,4.06e-05,0.557,0.382,85.004,186973,4,"Summer Shudder Lyrics[Verse 1]
Listen when I say
When I say it's real
Real life goes undefined
Why must you be so miserable?
Everything you take
Makes me more unreal
Real lines are undefined
How can this be so miserable?

[Chorus]
Under the summer rain
I burned away
Under the summer rain
(Burn)
You turned away
(Under the summer rain)
[Verse 2]
Listen, I can't make
Make a sound, or feel
Feel fine, I kissed the lies
Why must they be so kissable?
Listen as I break
Break the four wall seal
Gorgeous eyes shine suicide
When will we be invisible?

[Chorus]
Under the summer rain
I burned away
Under the summer rain
(Burn)
We burned away
Under the summer rain
I burned away
Under the summer rain
(Burn)
You turned away

[Bridge]
This is the fall
This is the long way down
And our lives look smaller now
And our lives look so small
(Will they hear you crying)
This is the fall
This is the long way down
And our lives look smaller now
And our lives look so small
You might also like[Chorus]
Under the summer rain
I burned away
Under the summer rain
(Burn)
We burned away
Under the summer rain
I burned away
Under the summer rain
(Burn)
We burned away
Under the summer rain
(Burn)
I burned away
Under the summer rain
(Burn)
You turned awayEmbed",578637.0,"[('Gorgeous eyes shine suicide\n When will we be invisible?', [['This line, along with the previous “Listen as I break, break the fourth wall seal” I believe is Davey acknowledging the listener; the main audience of AFI’s “Decemberunderground” was punk and emo teens, who were often depressed and listened to music to escape the world and sometimes even their suicidal thoughts.']]), ('[Bridge]', [['The person is dialing 8 44 444 7777 444 777. If you look up the corresponding letters on a phone’s buttons, it spells “thisir”. This doesn’t make much sense, however, if we assume the person was about to press one last 7, being interrupted by the drum, it would spell “this is”, which is how the next line starts. Davey is well known for his hidden messages and riddles.']]), ('Listen as I break\n Break the four wall seal', [['The “fourth wall” is the imaginary wall between the fictional characters in a performance and the the audience, so named because theater sets often had three visible walls.']])]"
AFI,The Interview,0.373,0.641,10,-6.073,0,0.0388,0.0493,4.99e-05,0.131,0.0579,156.228,256800,4,,,
AFI,Love Like Winter,0.592,0.914,10,-4.753,0,0.0468,0.000259,0.000139,0.0452,0.524,120.031,165653,4,"Love Like Winter Lyrics[Verse 1]
Warn your warmth to turn away
Here, it's December every day (I like that)
Press your lips to the sculptures
And surely, you'll stay (love like winter)
For of sugar and ice
I am made, I am made

[Chorus]
(It's in the blood
It's in the blood)
I met my love before I was born
(He wanted love
I taste of blood)
He bit my lip, and drank my war
From years before, from years before
[Verse 2]
She exhales vanilla lace
I barely dreamt her, yesterday (yesterday)
Read the lines in the mirror through the lipstick trace
(Por siempre)
She said, ""It seems you're somewhere far away,"" to his face

[Chorus]
(It's in the blood
It's in the blood)
I met my love before I was born
(She wanted love
I taste of blood)
She bit my lip, and drank my war
From years before, from years before

[Bridge]
Love like winter, oh-oh, oh-oh
Love like winter, winter
Three, four

[Chorus]
(It's in the blood
It's in the blood)
I met my love before I was born
(He wanted love
I taste of blood)
He bit my lip, and drank my war
From years before, from years before
From years beforeYou might also like2Embed",748583.0,"[('I met my love before I was born', [['This is likely a reference to reincarnation.']]), ('(Por siempre)', [['“Por siempre” is Spanish for “Forever.”']]), ('Press your lips to the sculptures\n And surely, you’ll stay', [['Lips and tongues tend to stick to certain kinds of ice in the winter.']])]"
AFI,Affliction,0.403,0.906,8,-5.546,0,0.0587,0.00033,0.0261,0.281,0.333,104.591,328680,4,"Affliction Lyrics[Verse 1]
Every night, devise new heights in genocide
Lover, I am loveless
All my friends and I toast health and suicide
Lover, I am lonely
Come on!

[Pre-Chorus]
Were you holding hands when
My palms bled?
[Chorus]
Oh, I will be all right, just use me
Just use me
The future's bright without me
Spend some time walking the line

[Verse 2]
World is unified, ennui, and I divide
Lover, I am loveless
Red days and burning might bleed 'til, 'til the faceless die
Lover, I am lonely

[Pre-Chorus]
Were you holding hands when
My wrists bled?

[Chorus]
Oh, I will be all right, just use me
Just use me
The future's bright without me
Spend some time walking the line
Spend some time walking the line

[Bridge]
So stay sweetly numb
Remain lifeless, love
Stay sweetly numb
Maintain lifeless love
Stay sweetly numb
Remain lifeless, love
You might also like[Chorus]
Oh, I will be all right, just use me
Just use me
The future's bright without me
Spend some time walking the line
Spend some time walking the line1Embed",795296.0,[]
AFI,The Missing Frame,0.466,0.914,10,-4.316,0,0.0472,4.45e-05,0.0067,0.159,0.4,132.131,280307,4,"The Missing Frame Lyrics[Verse 1]
One at a time, constants become surreal
One at a time, heart attacks are concealed
I can see that I lose the joys of life
One at a time, suicides are revealed
You will see that I lost another life
But tonight...

[Chorus]
I'll let you tear it up, if you don't wake me up
But if you tear it, we can't repair it
So please, don't wake me 'til someone cares
Now, no one cares
[Verse 2]
One at a time, I watched them all forget
One at a time, I'm lost in little deaths
It's the place that I, I forget my life
Like tonight...

[Chorus]
I'll let you tear it up, if you don't wake me up
But if you tear it, we can't repair it
So please, don't wake me 'til someone cares
Now, no one cares

[Bridge]
Will the flood behind me put out the fire inside me?
Will the flood behind me put out the fire inside me?

[Chorus]
I'll let you tear it up
I'll let you break it up, if you don't wake me up
But if you tear it, we can't repair it
So please, don't wake me 'til someone cares
Now, no one cares, cares

[Outro]
I'll let you tear it up, if you don't wake me up
'Cause it's apparent that you don't care
And it's sunk into me, 'cause I don't care
Now, no one caresYou might also like2Embed",775292.0,"[('One at a time, I’m lost in little deaths', [['“Little death” is a direct translation of the French “la petit mort”, a euphemism for an orgasm. Thus, Davey Havok is saying that he uses sex to help ignore the parts of his life that are painful or unfulfilling.']])]"
AFI,Kiss and Control,0.403,0.868,3,-5.396,0,0.0462,0.00391,0.0,0.104,0.288,162.099,258533,3,"Kiss and Control Lyrics[Verse 1]
Watch the stars turn you to nothing
Now, blush and smile as they whisk you away
Part your lips a bit more
I'll swallow your fear
I will show you how
All the bite marks impressed
A need to be here
A need to see...

[Chorus]
City lights, like rain
Dance and explode
Fall upon debutantes
Reeling from nights that
Kiss and control
All of our broken hearts
[Verse 2]
Velvet burns the wrists while restraining
You blushed and smiled and said you would stay
One more time, steal my breath
I'll feed you the sky
I will show you how
Steal the glamour from death
And before you die
Oh, you should see...

[Chorus]
City lights, like rain
Dance and explode
Fall upon debutantes
Reeling from nights that
Kiss and control
All of our broken hearts

Hearts
Our hearts

[Bridge]
""We all want to die like movie stars,"" you said
As you jumped from the height of our cutting room floor
While above us, glowing, exploding
Our dreams burst forth in light and death
Hold me and tell me, ""We'll burn like stars
We'll burn as we fall
Watch as the city lights dance for us.""
You might also like[Chorus]
(City lights, like rain)
Dance and explode
Fall upon the pain of our lives, as they
(Reeling from nights that)
Kiss and control
Fall upon the pain of our lives, as they
Dance and explode
City lights, like rain
City lights sowcress me
Kiss and control
All of our broken heartsEmbed",331412.0,"[('Velvet burns the wrists while restraining', [['']]), ('Debutantes', [['noun\nplural noun: debutantes\n\nan upper-class young woman making her first appearance in fashionable society.']]), ('Part your lips a bit more\n I’ll swallow your fear\n I will show you how', [['Through the tender intimate process of healing a partner can console and “show you how” to overcome your fear.\nThe intimacy within the interaction eases the transmission of the message as more significant or important leading you to learn from that better.']]), ('As they whisk you away', [['The emotions that come to you when meandering through thoughts take you away from the present moment.']]), ('Watch the stars turn you to nothing', [['Staring out into the vast night sky leaves you with an overwhelming sense of insignificance.']])]"
AFI,The Killing Lights,0.388,0.892,11,-5.53,1,0.0622,0.00341,0.00247,0.116,0.312,173.705,243920,4,"The Killing Lights Lyrics[Verse 1]
Five A.M. on the bathroom floor, from the night before
Do you find me dreadful?
What a shame, such a sad disgrace
Such a pretty face, but she's not regretful

[Pre-Chorus]
Am I beautiful?
Am I usable?

[Chorus]
It's killing time again
Put on your face and let's pretend
These killing lights won't kill us all again
[Verse 2]
Three A.M. on the city street
When the air is sweet, I've had my mouth full
But it seems that outside the screen
Such a pretty face often will look dreadful

[Pre-Chorus]
Am I beautiful?
Am I usable?

[Chorus]
It's killing time again
Put on your face and let's pretend
These killing lights won't kill us all again
It's killing time again
Put on your face and let's pretend
These killing lights won't kill us all again

[Bridge]
You see they always remember
They never forget a face
When they cut, cut, cut, cut, cut, cut, cut you up
Cut, cut, cut, cut, they remember
Cut, cut, cut, cut, cut, cut, cut you up
Cut you up
You might also like[Chorus]
It's killing time again
Put on your face and let's pretend
These killing lights won't kill us all again
It's killing time again
Cover your face and we'll pretend
These killing lights won't kill us all again

[Outro]
All again
All again
It's time again
It's killing time1Embed",784489.0,"[('Put on your face and let’s pretend', [['Put on your make-up. It’s like wearing a mask, pretending to be someone you’re not.']]), ('Am I beautiful?\n Am I usable?', [['Sometimes we do things just to feel good, even if\nfor only a moment.\nSometimes we do things to fit in, to feel like we have purpose, even if for only a moment.']]), ('What a shame, such a sad disgrace\n Such a pretty face, but she’s not regretful', [['Although the found girl understands that what she has done to herself isn’t good and unsightly, she won’t change her actions; she’ll do it again.']]), ('Five A.M. on the bathroom floor, from the night before\n Do you find me dreadful?', [['The person was found on the floor after a night of partying. They were in the bathroom because they were feeling sick. “Do you find me dreadful?” is exactly as it says: the found person is asking if you dislike their actions; do you hate them for making such a mess of themselves.']])]"
AFI,37mm,0.584,0.718,8,-6.428,0,0.0319,0.0275,0.000131,0.145,0.375,129.978,232627,4,"37mm Lyrics[Verse 1]
Bring your secrets to me
Just give me your hands and I'll let you feel the wounds
They put in me
If you believe in me, how can I be dissolving?
If you'd believe me, I'd tell you everything

[Chorus]
Do you fall too? (every time that I)
Yes, I fall (every time that I)
Do you want to (try to pacify)
Fall into me? (fall into me, fall into me)
Into me
[Verse 2]
Silence, can you hear me?
Press me to your lips and I'll suck the poison out
Who will heal me, me?
If you keep killing me, how can I keep absolving?
Your sins into me, begin the poisoning

[Chorus]
Do you fall too? (every time that I)
Yes, I fall (every time that I)
Do you want to (try to pacify)
Fall into me? (fall into me, fall into me)
Into me

[Bridge]
Time, time, time
We're not waiting
Time, time, time
We're no one
I fall
I fall

[Chorus]
Do you fall too? (every time that I)
Yes, I fall (every time that I)
Do you want to (try to pacify)
Fall into me? (fall into me, fall into me)
Do you fall too? (every time that I)
Yes, I fall (every time that I)
Do you want to (try to pacify)
Fall into me? (fall into me, fall into me)
Into me
You might also like[Outro]
We are no one
We are one
We are no oneEmbed",795602.0,"[('Your sins into me', [['“Your sins into me” is also the main chorus line of AFI’s 2003 single “Silver and Cold”. Its reappearance here is likely an intentional callback, as both songs share a theme of taking on the pain and ‘sins’ of one’s lover – essentially hurting yourself to heal someone else.']]), ('Do you fall too? (every time that I)', [['Do you hurt when I hurt?']]), ('If you believe in me, how can I be dissolving?', [['He has the love and support of this person, but depression is still taking over. Believing in him isn’t enough.']]), ('Press me to your lips and I’ll suck the poison out\n Who will heal me, me?', [[""Outdated first aid procedures for a venomous snakebite involved another person sucking the poison out of the wound. This is because at least some species' of snake have venom that is not dangerous if ingested, but fatal in the bloodstream. However, if one had any gastrointestinal bleeding, it would in theory be possible to die of sucking another person’s snakebite.""]]), ('If you’d believe me, I’d tell you everything', [['In John 20:26-29, Jesus appears to a disciple who had previously disbelieved in his resurrection and allows him to feel the wounds in his hand and side from the Crucifixion. He then says, “Thomas, because you have seen Me, you have believed. Blessed are those who have not seen and yet have believed.”\n\nThe image of feeling wounds in another’s hands plus this comment about believing suggests that the speaker believes this person really should believe in them without having to be told.']]), ('Just give me your hands and I’ll let you feel the wounds\n They put in me', [['In John, Chapter 20, Jesus appears to the disciples after his resurrection and shows them “his hands and his side,” presumably showing them his wounds from the Crucifixion. One disciple refuses to believe,\n\nUnless I see in his hands the print of the nails, and put my finger into the print of the nails, and put my hand into his side\n\nThe speaker of this song is comparing himself to Jesus, suffering on behalf of others and inviting another to see how he has suffered.']])]"
