artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,lyrics,genius_id,annotation
Alice Cooper,Give It Up,0.535,0.847,9.0,-10.943,0.0,0.038,0.0137,4.46e-06,0.191,0.742,147.275,251680.0,4.0,"Give It Up LyricsYou got your sugar
You got your spice
You got a kitten
Now isn't that nice
You just can't wait for a picnic in Spring
I just get nauseous
When I think of those things

You wait and wait and you wait for a lifetime
For a little piece of cake in the night time yeah
You wait and wait you can't wait any longer
You wait and wait, couldn't be any wronger no
Give it up
Don't let it get you down
Give it up
You really really blew it
Give it up
Turn your head around

You shop around for a sensible car
You hold your breath when you wish on a star
You settle down in a warm little house
You make some babies with your warm little spouse
Ah, how nice

You wait and wait and you wait for a lifetime
For a little piece of cake in the night time yeah
You wait and wait you can't wait any longer
You wait and wait, couldn't be any wronger no

Give it up
Don't let it get you down
Give it up
You really really blew it
Give it up
Turn your head around

Just when you got it made
And all your bills are paid
You stumble and fall into your grave
Ah, too bad
You might also likeYou wait and wait and you wait for a lifetime
For a little piece of cake in the night time yeah
You wait and wait you can't wait any longer
You wait and wait, couldn't be any wronger no

Give it up
Don't let it get you down
Give it up
You really really blew it
Give it upEmbed",811073.0,[]
Alice Cooper,Crawlin',0.594,0.786,9.0,-10.364,1.0,0.039,0.00726,0.0,0.0858,0.761,137.259,197213.0,4.0,"Crawlin’ LyricsYour dress is hangin' on a hook on the door
My jeans are lying in a pile on the floor, yeah
Flat on my back, tryin' to catch my breath
When we were rockin' tonight
I thought that we were gonna rock to death

But what's that in your eyes?
I'm no longer paralyzed
Here we go again

Crawlin', you come crawling to me
I go crawling to you
We come crawling
You come crawling to me
I go crawling to you
Your hair is tangled and your lipstick is gone
You're stretched out, calling my name
With just your high heels on
We hunt each other on our hands and our knees
Well I'm an alley cat
And you're a hot little Siamese

But what's that in your eyes?
I'm no longer paralyzed
Here we go again

Crawlin', you come crawling to me
I go crawling to you
We come crawling
You come crawling to me
I go crawling to youYou might also likeEmbed",810948.0,[]
Alice Cooper,The Great American Success Story,0.504,0.751,2.0,-11.231,1.0,0.0384,0.00529,2.26e-06,0.244,0.65,75.715,208787.0,4.0,"The Great American Success Story LyricsHe was born in a depressed nation
Started tough and worked his way right off the street
Thumbed his nose at a graduation
Wheeled and dealed, his education was complete

He's got all his hair, but his life is a wreck
Always been a brat, he don't get no respect
He's got the time, he's got the money
You better get out of his way
You better watch out for him, sonny
Back to school
He's gonna take that plunge
Gonna jump back in there
Back to school
He's gonna shape his mind
Gonna shed old skin there
Back to school

Spent some time in appreciation of finer arts
And the human body mysteries
Scoring high in procreation
Got an 'A' in the study of female anatomy

He thinks about his teacher in his literary class
He's staring at her legs
But he's dreaming 'bout her face
He's got the time
He's got the money
You better get out of his way
You better watch out for him, sonny

Back to school
He's gonna take that plunge
Gonna jump back in there
Back to school
He's gonna shape his mind
Gonna shed old skin there
Back to schoolYou might also likeEmbed",811614.0,[]
Alice Cooper,He's Back (The Man Behind The Mask),0.784,0.556,9.0,-11.062,0.0,0.0319,0.136,0.0,0.214,0.945,119.883,224880.0,4.0,"He’s Back (The Man Behind the Mask) Lyrics[Intro]
Ki-ki-ki ma-ma-ma

[Verse 1]
You're with your baby
And you're parked alone
On a summer night
You're deep in love
But you're deeper in the woods
You think you're doin' alright
[Verse 2]
Did you hear that voice?
Did you see that face?
Or was it just a dream?
This can't be real
That only happens, babe
On the movie screen

[Chorus]
Oh, but he's back
He's the man behind the mask
And he's out of control
He's back
The man behind the mask
And he crawled out of his hole

[Verse 3]
You're swimmin' with your girl
Out on lovers' lake
And the wind blows cold
It chills your bones
But you're still on the make
That's a bad mistake

[Verse 4]
Ahh, but the moon was full
And you had a chance
To be all alone
But you're not alone
This is your last dance
And your last romance
You might also like[Chorus]
Yeah, 'cause he's back
He's the man behind the mask
And he's out of control
He's back
The man behind the mask
And he crawled out of his hole

[Post-Chorus]
Ki-ki-ki ma-ma-ma
Ki-ki-ki ma-ma-ma

[Guitar Solo]

[Bridge]
Oh, if you see him comin'
Get away if you can
Just keep on runnin'
Run as fast as you can
He's a dangerous, dangerous man

And he's out tonight
And he's watchin' you
And he knows your house
(Ki-ki-ki ma-ma-ma)
No, don't turn out the lights
[Chorus]
Yeah, 'cause he's back
He's the man behind the mask
And he's out of control
He's back
The man behind the mask
And he's after your soul
He's back
He's the man behind the mask
And he's out of control
He's back
The man behind the mask
And he's after your soul

[Outro]
He's back (Ki-ki-ki ma-ma-ma)
He's the man behind the mask (Ki-ki-ki ma-ma-ma)
And he's out of control
He's back (Ki-ki-ki ma-ma-ma)
The man behind the mask (Ki-ki-ki ma-ma-ma)
And he's after your soul
He's back (Ki-ki-ki ma-ma-ma)
